Metric (UOM),LSL Guideline,USL Guideline,134,365,674,867,384,441,656,593
PCT_CHIMERIC_READS (%),,,0.07,0.17,0.17,0.18,0.22,0.16,0.17,0.16
PCT_ON_TARGET_READS (%),,,8.0,74.7,65.8,65.0,71.3,78.5,73.7,71.4
SCALED_MEDIAN_GENE_COVERAGE (Count),,,46.6,3280.6,3186.0,3034.8,3372.7,4097.0,3645.9,3241.9
TOTAL_PF_READS (Count),,,3164630.0,24032254.0,21922750.0,21938800.0,23740388.0,25575574.0,23513572.0,20797836.0
